date,package,downloads,cohort,is_imputed,impute_mode
2018-02-20,@opentelemetry/api,0.0,control,False,centered
2018-02-21,@opentelemetry/api,0.0,control,False,centered
2018-02-22,@opentelemetry/api,0.0,control,False,centered
2018-02-23,@opentelemetry/api,0.0,control,False,centered
2018-02-24,@opentelemetry/api,0.0,control,False,centered
2018-02-25,@opentelemetry/api,0.0,control,False,centered
2018-02-26,@opentelemetry/api,0.0,control,False,centered
2018-02-27,@opentelemetry/api,0.0,control,False,centered
2018-02-28,@opentelemetry/api,0.0,control,False,centered
2018-03-01,@opentelemetry/api,0.0,control,False,centered
2018-03-02,@opentelemetry/api,0.0,control,False,centered
2018-03-03,@opentelemetry/api,0.0,control,False,centered
2018-03-04,@opentelemetry/api,0.0,control,False,centered
2018-03-05,@opentelemetry/api,0.0,control,False,centered
2018-03-06,@opentelemetry/api,0.0,control,False,centered
2018-03-07,@opentelemetry/api,0.0,control,False,centered
2018-03-08,@opentelemetry/api,0.0,control,False,centered
2018-03-09,@opentelemetry/api,0.0,control,False,centered
2018-03-10,@opentelemetry/api,0.0,control,False,centered
2018-03-11,@opentelemetry/api,0.0,control,False,centered
2018-03-12,@opentelemetry/api,0.0,control,False,centered
2018-03-13,@opentelemetry/api,0.0,control,False,centered
2018-03-14,@opentelemetry/api,0.0,control,False,centered
2018-03-15,@opentelemetry/api,0.0,control,False,centered
2018-03-16,@opentelemetry/api,0.0,control,False,centered
2018-03-17,@opentelemetry/api,0.0,control,False,centered
2018-03-18,@opentelemetry/api,0.0,control,False,centered
2018-03-19,@opentelemetry/api,0.0,control,False,centered
2018-03-20,@opentelemetry/api,0.0,control,False,centered
2018-03-21,@opentelemetry/api,0.0,control,False,centered
2018-03-22,@opentelemetry/api,0.0,control,False,centered
2018-03-23,@opentelemetry/api,0.0,control,False,centered
2018-03-24,@opentelemetry/api,0.0,control,False,centered
2018-03-25,@opentelemetry/api,0.0,control,False,centered
2018-03-26,@opentelemetry/api,0.0,control,False,centered
2018-03-27,@opentelemetry/api,0.0,control,False,centered
2018-03-28,@opentelemetry/api,0.0,control,False,centered
